KIRP_4.txt,STAD_5.txt,KICH_4.txt,KICH_8.txt,KIRP_7.txt,KIRP_2.txt,STAD_7.txt,KIRP_6.txt,KICH_10.txt,KIRP_8.txt,KIRP_3.txt,KIRP_10.txt,KICH_9.txt,STAD_6.txt,KICH_5.txt,KICH_7.txt,STAD_10.txt,STAD_4.txt,KICH_6.txt,KICH_3.txt,STAD_9.txt,STAD_8.txt,KIRP_9.txt,KIRP_5.txt,STAD_1.txt,STAD_3.txt,STAD_2.txt,KICH_2.txt,KICH_1.txt,KIRP_1.txt
0.8123359680175781,0.13925838470458984,0.20765256881713867,0.29364943504333496,0.8321964740753174,1.0248661041259766,0.3553955554962158,0.7516317367553711,0.146254301071167,0.8560943603515625,0.873237133026123,1.0112745761871338,0.2698090076446533,0.14934659004211426,0.38215112686157227,0.7212018966674805,0.35699009895324707,0.21422052383422852,0.4295992851257324,0.22022247314453125,0.11682677268981934,0.27170467376708984,0.9224848747253418,1.2509400844573975,0.3403170108795166,0.5509300231933594,0.3964998722076416,0.3058152198791504,0.17772698402404785,0.8562548160552979
