0.48732513, 11.4312
0.37893069, 67.9146
0.34713047, 126.2883
0.30656972, 185.4004
0.30914651, 246.6484
0.30425258, 309.5960
0.30198218, 374.4793
0.29454146, 443.0040
0.29253110, 514.1259
0.29233949, 585.3563
0.29205145, 660.6887
0.28833923, 733.9247
0.29253103, 808.1519
0.29525745, 885.1533
0.29010521, 964.5752
0.29018799, 1045.1410
0.29167895, 1124.7620
0.28642443, 1205.6238
0.29779917, 1287.8104
0.28740776, 1371.0963
0.28636989, 1456.5019
0.28557989, 1541.9007
0.28626513, 1629.6274
0.28859896, 1712.4949
0.28547361, 1800.2141
0.28570046, 1886.8523
0.28706423, 1972.2139
0.28672762, 2059.4707
0.28549527, 2143.7863
0.28882596, 2226.0401
0.28587578, 2308.9914
0.28722630, 2391.7498
0.28637489, 2477.0193
0.28711254, 2559.4227
0.28630142, 2640.6008
0.28674081, 2723.6927
0.28651009, 2808.4047
0.28537556, 2893.7245
0.28696029, 2976.4248
0.28784426, 3060.3348
0.28536633, 3145.2760
0.28562253, 3230.8515
0.28476383, 3317.0243
0.28484999, 3401.7066
0.28618544, 3484.0510
0.28384670, 3567.2447
0.28789977, 3652.6733
0.28501180, 3733.5746
0.28824228, 3815.1937
0.28295684, 3897.2443
0.28283337, 3979.7650
0.29008955, 4062.6672
0.29051092, 4145.4545
0.28762200, 4229.6291
0.28347477, 4314.8015
0.29292029, 4398.5647
0.28427669, 4483.7426
0.29027861, 4571.7865
0.28705500, 4658.5154
0.28996752, 4743.0329
0.28426218, 4828.2024
0.28391372, 4912.6452
0.28524025, 4995.5299
0.28405623, 5080.2166
0.28941365, 5162.6834
0.28295864, 5246.3972
0.28487679, 5330.8774
0.28341504, 5413.6908
0.28851842, 5498.1837
0.28472006, 5582.1135
0.28368676, 5666.4186
0.28478634, 5750.9005
0.28569203, 5838.6001
0.28385593, 5922.9389
0.28494361, 6006.1423
0.28454566, 6090.9949
0.28543058, 6172.8333
0.28361139, 6255.4549
0.28335665, 6341.5734
0.28537034, 6426.3415
0.28234061, 6509.7451
0.28492738, 6593.7624
0.28429748, 6680.4271
0.28320420, 6764.3511
0.28225850, 6849.1230
0.28232392, 6933.2922
0.28596715, 7020.1725
0.28338724, 7104.1652
0.28506302, 7187.2727
0.28289017, 7270.3853
0.28247605, 7353.8373
0.28419315, 7436.9838
0.28275840, 7519.9594
0.28354320, 7604.0701
0.28291159, 7688.5869
0.28325719, 7772.0364
0.28480126, 7855.7779
0.28206357, 7942.0480
0.28386398, 8028.4985
0.28279607, 8113.8252
0.28410175, 8199.4645
0.28303797, 8284.3995
0.28362733, 8368.6118
0.28218594, 8451.7630
0.28356600, 8536.2278
0.28304926, 8619.9627
0.28342358, 8703.1418
0.28457338, 8789.0350
0.28252098, 8873.1226
0.28373009, 8956.4685
0.28767775, 9042.8309
0.28298590, 9129.0677
0.28372476, 9212.3674
0.28421240, 9295.9991
0.28563332, 9379.2177
0.28551135, 9463.3745
0.29259622, 9547.3409
0.28622811, 9631.2092
0.28335509, 9713.6618
0.28236822, 9801.3151
0.28548897, 9888.9915
0.28440294, 9974.2050
0.28647811, 10059.5569
0.28356135, 10144.8289
0.28374877, 10232.9559
0.28295442, 10322.5240
0.28469330, 10410.3757
0.28411584, 10498.6493
0.28545530, 10586.9746
0.28532524, 10673.8637
0.28367928, 10761.3051
0.28235592, 10848.7175
0.28331009, 10934.8902
0.28374032, 11021.5261
0.28288875, 11110.9292
0.28270387, 11199.9480
0.28236196, 11289.5993
0.28398201, 11376.3407
0.28529434, 11463.2693
0.28574791, 11549.3507
0.28500077, 11638.3839
0.28283189, 11729.6734
0.28369379, 11816.6205
0.28298907, 11903.3484
0.28324386, 11991.7852
0.28227941, 12081.0938
