KIRP_4.txt,STAD_5.txt,KICH_4.txt,KICH_8.txt,KIRP_7.txt,KIRP_2.txt,STAD_7.txt,KIRP_6.txt,KICH_10.txt,KIRP_8.txt,KIRP_3.txt,KIRP_10.txt,KICH_9.txt,STAD_6.txt,KICH_5.txt,KICH_7.txt,STAD_10.txt,STAD_4.txt,KICH_6.txt,KICH_3.txt,STAD_9.txt,STAD_8.txt,KIRP_9.txt,KIRP_5.txt,STAD_1.txt,STAD_3.txt,STAD_2.txt,KICH_2.txt,KICH_1.txt,KIRP_1.txt
0.6844944953918457,0.12732863426208496,0.19307470321655273,0.2317066192626953,0.7424499988555908,0.9630346298217773,0.29616594314575195,0.626213788986206,0.13791561126708984,0.8519141674041748,0.6895997524261475,0.9057812690734863,0.25336718559265137,0.13868427276611328,0.369828462600708,0.7357487678527832,0.3460841178894043,0.20795011520385742,0.4302377700805664,0.28161191940307617,0.1063089370727539,0.3094313144683838,0.8829314708709717,1.2665817737579346,0.28226637840270996,0.5466265678405762,0.3851940631866455,0.3035728931427002,0.16797113418579102,0.7523074150085449
